delta,s0,s1
0.1485356972886056,0.3161449601345171,0.4646806574231227
0.13823945399272075,0.3211075999181248,0.45934705391084557
0.09034403388665174,0.3155995265235817,0.40594356041023344
0.10610472848105335,0.34395142793749944,0.4500561564185528
0.13105359214737156,0.3089540974595513,0.4400076896069229
0.09619906209257417,0.35443408628612993,0.4506331483787041
0.16213132692439014,0.3467261802431124,0.5088575071675026
0.1045508064936358,0.3057963451636925,0.41034715165732827
0.1617636211255215,0.3315773064040243,0.4933409275295458
0.14646695238142887,0.3137202563041729,0.46018720868560176
0.14775958715117643,0.32115858026976635,0.4689181674209428
0.16245252875468652,0.301307358957789,0.4637598877124755
0.08968696571327917,0.35348253830210874,0.4431695040153879
0.13055380504871128,0.30580134022286304,0.4363551452715743
0.11688681946518087,0.3302524855082377,0.4471393049734186
0.07535065003328706,0.37436186928809423,0.4497125193213813
0.15605300545761358,0.3069149999197026,0.4629680053773162
0.09146797797440132,0.34619936437268034,0.43766734234708166
0.11330927440670907,0.32778022840087223,0.4410895028075813
0.12846140348392693,0.3457484412468668,0.47420984473079375
0.1148757600374204,0.35417622937858034,0.46905198941600074
0.10876731938549528,0.35224284067540873,0.461010160060904
0.14797948052233362,0.30198681543637057,0.4499662959587042
0.15980947342226298,0.3164098117713583,0.4762192851936213
0.14972379778778988,0.331421818943734,0.4811456167315239
0.14559814010395639,0.31070978909135105,0.45630792919530744
0.14560038847860096,0.3134735481913163,0.45907393666991725
0.12616676738357713,0.3354044243629362,0.46157119174651334
0.07588367453696288,0.3504084233451953,0.42629209788215816
0.11680644019491732,0.3025145616539548,0.4193210018488721
0.11256680264358032,0.3357906399507258,0.4483574425943061
0.10947028295366351,0.3307405799546487,0.4402108629083122
0.11075749494654502,0.3308954864979746,0.44165298144451964
0.12311924989430956,0.3195257942451141,0.4426450441394237
0.13555429039109335,0.32057670854239756,0.4561309989334909
0.15095397636204277,0.295100285293866,0.4460542616559088
0.14566940436837766,0.30448830411228994,0.4501577084806676
0.1559214772432687,0.3311669429254702,0.48708842016873893
0.1466569342101598,0.28528731378408434,0.43194424799424413
0.13876883894119013,0.3293514551978941,0.46812029413908424
0.134355194691743,0.29664612696076126,0.43100132165250427
0.11665642254270808,0.31987136365355257,0.43652778619626065
0.12141197263341874,0.3141124666526101,0.43552443928602885
0.08322970341690134,0.37720005777399196,0.4604297611908933
0.18194759021493334,0.29764388345495923,0.4795914736698926
0.11371074696944805,0.3295595564633997,0.44327030343284773
0.1300041434256034,0.33963259166951143,0.46963673509511483
0.11297237849791647,0.3249659463821014,0.4379383248800179
0.13052937314395424,0.2922231175243774,0.42275249066833165
0.09854845521049388,0.31713104651125246,0.41567950172174634
0.13685588115729613,0.3182296652016851,0.45508554635898124
0.11873318537204347,0.3324976850242958,0.45123087039633925
0.08733516683306158,0.33637304928099643,0.423708216114058
0.1625756350133653,0.29961090838896237,0.4621865434023277
0.08800532971006164,0.3419078653634265,0.42991319507348813
0.14646261150933187,0.32244866029646313,0.468911271805795
0.10899000861045605,0.34362223274689474,0.4526122413573508
0.12633273119326943,0.31071661261842665,0.4370493438116961
0.15495756858848053,0.3316810111018144,0.48663857969029495
0.15062665847641404,0.32773007321278186,0.4783567316891959
0.12438898743349924,0.34455176501513285,0.4689407524486321
0.12694909923288966,0.3178793275224962,0.44482842675538586
0.0979500344380736,0.3250758712403329,0.4230259056784065
0.1029261415656213,0.32549436028067297,0.42842050184629427
0.00011208875792728668,0.3965703619974893,0.3966824507554166
0.08581063476627704,0.3645350025060768,0.4503456372723538
0.08814307699337365,0.3546912849533826,0.44283436194675624
0.14505702487471023,0.32893578867165285,0.4739928135463631
0.1226530232957409,0.32666314271424784,0.44931616600998875
0.15597710798259812,0.30978672921716816,0.4657638371997663
0.13650687756044982,0.32265995062917907,0.4591668281896289
0.09943951312530558,0.2905088027593708,0.3899483158846764
0.06027452402708722,0.3368502814387418,0.397124805465829
0.17568706227524472,0.30598978860627624,0.48167685088152096
0.08888911531892746,0.3308256982347913,0.41971481355371876
0.09879785879412945,0.3594271127135748,0.45822497150770425
0.15136049508132704,0.321349590261269,0.47271008534259606
0.16978160946414916,0.28215789308780287,0.45193950255195203
0.10585127629653729,0.3596605890867027,0.46551186538323996
0.15226495106557048,0.29473951629329187,0.44700446735886235
0.12001220950950836,0.31406520169332236,0.4340774112028307
0.08872241322680696,0.35508403494157853,0.4438064481683855
0.14783322159553924,0.3147532746161162,0.46258649621165543
0.1430944249805038,0.3297440335797111,0.4728384585602149
0.13387719488680316,0.3249074297939035,0.4587846246807067
